scenario,eta,n_runs,va_mean,va_std,va_sem
none,0.0,1,0.7284419845612408,0.0,0.0
none,0.6,1,0.23643997925613913,0.0,0.0
fixed,0.0,1,0.4492154417218724,0.0,0.0
fixed,0.6,1,0.21574439596268707,0.0,0.0
circular,0.0,1,0.36016186748507895,0.0,0.0
circular,0.6,1,0.38387992997082143,0.0,0.0
