# t theta_S theta_L C
677 2.76139349 5.63279633 -0.96372025
678 2.77517827 5.63879633 -0.96161320
679 2.79155825 5.64479633 -0.95871309
680 2.79787147 5.65079633 -0.95862397
681 2.80300912 5.65679633 -0.95886910
682 2.81729008 5.66279633 -0.95648572
683 2.81121324 5.66879633 -0.95993965
684 2.82531283 5.67479633 -0.95763863
685 2.85032959 5.68079633 -0.95198949
686 2.84772197 5.68679633 -0.95458925
687 2.83909968 5.69279633 -0.95884339
688 2.81426580 5.69879633 -0.96714108
689 2.82132993 5.70479633 -0.96686999
690 2.83323862 5.71079633 -0.96534481
691 2.84353361 5.71679633 -0.96421501
692 2.84354846 5.72279633 -0.96578452
693 2.85483829 5.72879633 -0.96439912
694 2.83172830 5.73479633 -0.97168762
695 2.82994323 5.74079633 -0.97349753
696 2.83279163 5.74679633 -0.97421345
697 2.81141870 5.75279633 -0.98002384
698 2.80583329 5.75879633 -0.98226212
699 2.79542137 5.76479633 -0.98520715
700 2.80163061 5.77079633 -0.98517127
701 2.82256677 5.77679633 -0.98249882
702 2.87328134 5.78279633 -0.97319063
703 2.88879813 5.78879633 -0.97095773
704 2.89029301 5.79479633 -0.97202573
705 2.89270040 5.80079633 -0.97286327
706 2.87457600 5.80679633 -0.97816157
707 2.87692418 5.81279633 -0.97891406
708 2.91923255 5.81879633 -0.97085371
709 2.90921515 5.82479633 -0.97456794
710 2.90825179 5.83079633 -0.97610474
711 2.89870671 5.83679633 -0.97936462
712 2.90938039 5.84279633 -0.97840937
713 2.86245875 5.84879633 -0.98797212
714 2.83860259 5.85479633 -0.99214785
715 2.84514864 5.86079633 -0.99207941
716 2.86690706 5.86679633 -0.98997686
717 2.88900155 5.87279633 -0.98757573
718 2.88666272 5.87879633 -0.98885177
719 2.90289768 5.88479633 -0.98727599
720 2.89820751 5.89079633 -0.98891945
721 2.91180206 5.89679633 -0.98776351
722 2.91707215 5.90279633 -0.98787708
723 2.92902639 5.90879633 -0.98693525
724 2.92597007 5.91479633 -0.98835389
725 2.92413265 5.92079633 -0.98951617
726 2.93260582 5.92679633 -0.98915596
727 2.93755421 5.93279633 -0.98930986
728 2.94528322 5.93879633 -0.98905624
729 2.92600693 5.94479633 -0.99246915
730 2.91950487 5.95079633 -0.99392299
731 2.91763316 5.95679633 -0.99475869
732 2.91909294 5.96279633 -0.99521267
733 2.90977561 5.96879633 -0.99659287
734 2.89758325 5.97479633 -0.99792835
735 2.91246448 5.98079633 -0.99731763
736 2.91047060 5.98679633 -0.99787087
737 2.90557317 5.99279633 -0.99852234
738 2.90272590 5.99879633 -0.99896404
739 2.88947471 6.00479633 -0.99965494
740 2.90020757 6.01079633 -0.99951942
741 2.92050376 6.01679633 -0.99897413
742 2.88352141 6.02279633 -0.99999731
743 2.87207283 6.02879633 -0.99988553
744 2.84914326 6.03479633 -0.99902950
745 2.84238670 6.04079633 -0.99838635
746 2.84255058 6.04679633 -0.99803794
747 2.82925291 6.05279633 -0.99664391
748 2.84094429 6.05879633 -0.99709366
749 2.87087358 6.06479633 -0.99863109
750 2.87905808 6.07079633 -0.99874297
751 2.86450212 6.07679633 -0.99750169
752 2.88970550 6.08279633 -0.99867426
753 2.90521989 6.08879633 -0.99911881
754 2.89684335 6.09479633 -0.99841218
755 2.89218690 6.10079633 -0.99775522
756 2.91274757 6.10679633 -0.99862449
757 2.93137227 6.11279633 -0.99920683
758 2.96192634 6.11879633 -0.99988330
759 2.96007293 6.12479633 -0.99973250
760 2.95311396 6.13079633 -0.99934884
761 2.96093841 6.13679633 -0.99941300
762 2.93596390 6.14279633 -0.99787264
763 2.91888971 6.14879633 -0.99610286
764 2.89185698 6.15479633 -0.99264652
765 2.89642558 6.16079633 -0.99247223
766 2.88330756 6.16679633 -0.98994963
767 2.87702996 6.17279633 -0.98813876
768 2.88270814 6.17879633 -0.98808928
769 2.88215988 6.18479633 -0.98706045
770 2.89484755 6.19079633 -0.98811073
771 2.86510883 6.19679633 -0.98198632
772 2.86679366 6.20279633 -0.98116182
773 2.87109122 6.20879633 -0.98083151
774 2.85751226 6.21479633 -0.97682865
775 2.85312084 6.22079633 -0.97455195
776 2.86028163 6.22679633 -0.97481150
777 2.86618902 6.23279633 -0.97479084
778 2.86986793 6.23879633 -0.97427033
779 2.88714602 6.24479633 -0.97675020
780 2.89016902 6.25079633 -0.97610766
781 2.89425218 6.25679633 -0.97568936
782 2.90346084 6.26279633 -0.97638754
783 2.91240904 6.26879633 -0.97702019
784 2.92802794 6.27479633 -0.97902520
785 2.90039419 6.28079633 -0.97162027
786 2.91549279 0.00361102 -0.97373227
787 2.89851706 0.00961102 -0.96824425
788 2.88928232 0.01561102 -0.96432325
789 2.90192376 0.02161102 -0.96606014
790 2.89541131 0.02761102 -0.96275243
791 2.90949644 0.03361102 -0.96490703
792 2.89770457 0.03961102 -0.96008256
793 2.92474739 0.04561102 -0.96575560
794 2.91695388 0.05161102 -0.96208507
795 2.92486116 0.05761102 -0.96260353
796 2.93959610 0.06361102 -0.96493319
797 2.95417237 0.06961102 -0.96714891
798 2.95641621 0.07561102 -0.96618724
799 2.95088600 0.08161102 -0.96315011
800 2.95447935 0.08761102 -0.96250002
801 2.96715650 0.09361102 -0.96428994
802 2.98137876 0.09961102 -0.96643497
803 2.98424807 0.10561102 -0.96562593
804 2.98586106 0.11161102 -0.96447630
805 2.96051647 0.11761102 -0.95572362
806 2.95606477 0.12361102 -0.95259590
807 2.96360003 0.12961102 -0.95306186
808 2.96703220 0.13561102 -0.95228125
809 2.96729218 0.14161102 -0.95051359
810 2.93985236 0.14761102 -0.93959495
811 2.96185698 0.15361102 -0.94495258
812 2.95140533 0.15961102 -0.93944184
813 2.94672029 0.16561102 -0.93572643
814 2.91607801 0.17161102 -0.92217651
815 2.90376883 0.17761102 -0.91494091
816 2.90235411 0.18361102 -0.91192329
817 2.89000144 0.18961102 -0.90423893
818 2.86802824 0.19561102 -0.89194142
819 2.88004497 0.20161102 -0.89464573
820 2.87776295 0.20761102 -0.89091488
821 2.86457209 0.21361102 -0.88203544
822 2.86381049 0.21961102 -0.87882935
823 2.87982835 0.22561102 -0.88356506
824 2.86256018 0.23161102 -0.87243019
825 2.83639598 0.23761102 -0.85626177
826 2.83766535 0.24361102 -0.85380862
827 2.81766662 0.24961102 -0.83998701
828 2.81772377 0.25561102 -0.83674756
829 2.84072049 0.26161102 -0.84593347
830 2.84712320 0.26761102 -0.84614816
831 2.82677270 0.27361102 -0.83181260
832 2.81183091 0.27961102 -0.82000718
833 2.78379419 0.28561102 -0.80005497
834 2.76285163 0.29161102 -0.78360300
835 2.73978813 0.29761102 -0.76521857
836 2.73536842 0.30361102 -0.75846925
837 2.75099642 0.30961102 -0.76470866
838 2.75097921 0.31561102 -0.76081749
839 2.76168416 0.32161102 -0.76386241
840 2.77603446 0.32761102 -0.76922483
841 2.77769245 0.33361102 -0.76644313
842 2.77686626 0.33961102 -0.76204076
843 2.78286365 0.34561102 -0.76203907
844 2.79518635 0.35161102 -0.76611796
845 2.80758192 0.35761102 -0.77021270
846 2.82192283 0.36361102 -0.77550556
847 2.80450511 0.36961102 -0.76050973
848 2.81855618 0.37561102 -0.76571280
849 2.80630563 0.38161102 -0.75384749
850 2.83138942 0.38761102 -0.76624845
851 2.82245702 0.39361102 -0.75656866
852 2.83414174 0.39961102 -0.76027373
853 2.83538217 0.40561102 -0.75717330
854 2.82586847 0.41161102 -0.74694883
855 2.83145092 0.41761102 -0.74667114
856 2.81965129 0.42361102 -0.73471329
857 2.81370651 0.42961102 -0.72655800
858 2.76270323 0.43561102 -0.68623185
859 2.75639719 0.44161102 -0.67722891
860 2.74652198 0.44761102 -0.66546352
861 2.74130091 0.45361102 -0.65704606
862 2.73736666 0.45961102 -0.64952482
863 2.74953693 0.46561102 -0.65420393
864 2.74421518 0.47161102 -0.64559934
865 2.74787736 0.47761102 -0.64381224
866 2.72984859 0.48361102 -0.62524174
867 2.71744705 0.48961102 -0.61077556
868 2.69888408 0.49561102 -0.59114422
869 2.69908904 0.50161102 -0.58646023
870 2.69852864 0.50761102 -0.58113388
871 2.69593165 0.51361102 -0.57411619
872 2.68922141 0.51961102 -0.56366328
873 2.68586352 0.52561102 -0.55590905
874 2.66673565 0.53161102 -0.53484839
875 2.67033815 0.53761102 -0.53282109
876 2.68177556 0.54361102 -0.53741448
877 2.71337671 0.54961102 -0.55882593
878 2.72003647 0.55561102 -0.55937294
879 2.71254200 0.56161102 -0.54813657
880 2.71677198 0.56761102 -0.54665528
881 2.71805265 0.57361102 -0.54269744
882 2.71660397 0.57961102 -0.53642609
883 2.71717866 0.58561102 -0.53183954
884 2.72946671 0.59161102 -0.53715399
885 2.74054050 0.59761102 -0.54142673
886 2.74137532 0.60361102 -0.53707690
887 2.76002362 0.60961102 -0.54770292
888 2.74733224 0.61561102 -0.53196959
889 2.74846214 0.62161102 -0.52783948
890 2.75742655 0.62761102 -0.53035496
891 2.76058637 0.63361102 -0.52794499
892 2.75695039 0.63961102 -0.51973697
893 2.74924489 0.64561102 -0.50797956
894 2.77413424 0.65161102 -0.52415867
895 2.78899307 0.65761102 -0.53168237
896 2.80634073 0.66361102 -0.54125875
897 2.79871699 0.66961102 -0.52975328
898 2.81595284 0.67561102 -0.53924934
899 2.78406598 0.68161102 -0.50696372
900 2.79121163 0.68761102 -0.50795091
901 2.79812937 0.69361102 -0.50874122
902 2.80400435 0.69961102 -0.50863358
903 2.81956891 0.70561102 -0.51684512
904 2.81889331 0.71161102 -0.51111881
905 2.84246225 0.71761102 -0.52613983
906 2.85118957 0.72361102 -0.52845718
907 2.84761831 0.72961102 -0.52030747
908 2.83048577 0.73561102 -0.50041533
909 2.82486903 0.74161102 -0.49032419
910 2.84367192 0.74761102 -0.50144193
911 2.85118156 0.75361102 -0.50274748
912 2.83985029 0.75961102 -0.48769100
913 2.84809367 0.76561102 -0.48964828
914 2.83530339 0.77161102 -0.47317918
915 2.84713902 0.77761102 -0.47831209
916 2.85956468 0.78361102 -0.48394513
917 2.84106256 0.78961102 -0.46236024
918 2.84363570 0.79561102 -0.45931897
919 2.85493113 0.80161102 -0.46401628
920 2.83391513 0.80761102 -0.43991838
921 2.83048744 0.81361102 -0.43143254
922 2.81873585 0.81961102 -0.41535089
923 2.81540493 0.82561102 -0.40684495
924 2.80086945 0.83161102 -0.38800139
925 2.79530410 0.83761102 -0.37731637
926 2.79736408 0.84361102 -0.37366466
927 2.78101458 0.84961102 -0.35284248
928 2.77720528 0.85561102 -0.34364726
929 2.76426577 0.86161102 -0.32580062
930 2.76568795 0.86761102 -0.32146917
931 2.78878354 0.87361102 -0.33760956
932 2.79398757 0.87961102 -0.33686022
933 2.77664036 0.88561102 -0.31478773
934 2.77296134 0.89161102 -0.30558618
935 2.79231659 0.89761102 -0.31827494
936 2.77416960 0.90361102 -0.29529307
937 2.78443758 0.90961102 -0.29936802
938 2.80912332 0.91561102 -0.31714349
939 2.76913995 0.92161102 -0.27321403
940 2.75919102 0.92761102 -0.25783781
941 2.75044023 0.93361102 -0.24355823
942 2.75145676 0.93961102 -0.23872183
943 2.74044341 0.94561102 -0.22216662
944 2.74152651 0.95161102 -0.21736993
945 2.72939350 0.95761102 -0.19963573
946 2.74576744 0.96361102 -0.20978992
947 2.77841279 0.96961102 -0.23576476
948 2.77686404 0.97561102 -0.22842217
949 2.78170327 0.98161102 -0.22729193
950 2.77425529 0.98761102 -0.21417578
951 2.78041710 0.99361102 -0.21433383
952 2.77123932 0.99961102 -0.19948465
953 2.76430917 1.00561102 -0.18679806
954 2.76350888 1.01161102 -0.18011320
955 2.77107026 1.01761102 -0.18164883
956 2.76318051 1.02361102 -0.16797307
957 2.73492633 1.02961102 -0.13411365
958 2.74572224 1.03561102 -0.13886468
959 2.73505331 1.04161102 -0.12233873
960 2.73525769 1.04761102 -0.11658461
961 2.72933303 1.05361102 -0.10473326
962 2.72409958 1.05961102 -0.09355522
963 2.72686743 1.06561102 -0.09033676
964 2.70443870 1.07161102 -0.06199158
965 2.72052447 1.07761102 -0.07205463
966 2.72925207 1.08361102 -0.07477487
967 2.75808684 1.08961102 -0.09752424
968 2.75748648 1.09561102 -0.09095326
969 2.72888532 1.10161102 -0.05644795
970 2.72672252 1.10761102 -0.04829638
971 2.74412743 1.11361102 -0.05968459
972 2.73931667 1.11961102 -0.04888983
973 2.75924343 1.12561102 -0.06279474
974 2.76532000 1.13161102 -0.06287116
975 2.79250030 1.13761102 -0.08399388
976 2.78399863 1.14361102 -0.06953513
977 2.77505548 1.14961102 -0.05462094
978 2.79796902 1.15561102 -0.07150061
979 2.76990577 1.16161102 -0.03748964
980 2.77584862 1.16761102 -0.03743253
981 2.78733393 1.17361102 -0.04291340
982 2.77290354 1.17961102 -0.02249430
983 2.76671104 1.18561102 -0.01030351
984 2.77699248 1.19161102 -0.01458461
985 2.76559422 1.19761102 0.00281312
986 2.76080624 1.20361102 0.01360069
987 2.76133360 1.20961102 0.01907259
988 2.78145701 1.21561102 0.00495032
989 2.79853492 1.22161102 -0.00612753
990 2.78168206 1.22761102 0.01672451
991 2.76488243 1.23361102 0.03951463
992 2.75306539 1.23961102 0.05731054
993 2.78389375 1.24561102 0.03250787
994 2.78794615 1.25161102 0.03445437
995 2.77211203 1.25761102 0.05626559
996 2.76404244 1.26361102 0.07030686
997 2.77563202 1.26961102 0.06473004
998 2.76856995 1.27561102 0.07775882
999 2.77594438 1.28161102 0.07638848
1000 2.75637802 1.28761102 0.10185240
1001 2.74101096 1.29361102 0.12308347
1002 2.75669669 1.29961102 0.11346576
1003 2.76912942 1.30561102 0.10707227
1004 2.76422093 1.31161102 0.11791147
1005 2.77089414 1.31761102 0.11724293
1006 2.77531703 1.32361102 0.11880902
1007 2.77796144 1.32961102 0.12214016
1008 2.75236199 1.33561102 0.15343683
1009 2.74619880 1.34161102 0.16544434
1010 2.75460438 1.34761102 0.16307144
1011 2.72545418 1.35361102 0.19764326
1012 2.75444963 1.35961102 0.17505114
1013 2.74275508 1.36561102 0.19244417
1014 2.75251265 1.37161102 0.18875549
1015 2.75811917 1.37761102 0.18914188
1016 2.76808736 1.38361102 0.18524384
1017 2.76191395 1.38961102 0.19719253
1018 2.73556971 1.39561102 0.22879302
1019 2.72828166 1.40161102 0.24170802
1020 2.73442607 1.40761102 0.24156790
1021 2.71778069 1.41361102 0.26347879
1022 2.71011647 1.41961102 0.27663519
1023 2.68937107 1.42561102 0.30223485
1024 2.69131865 1.43161102 0.30609526
1025 2.68629406 1.43761102 0.31657186
1026 2.70233904 1.44361102 0.30702770
1027 2.70500028 1.44961102 0.31020348
1028 2.69343374 1.45561102 0.32685475
1029 2.70182082 1.46161102 0.32459785
1030 2.69562094 1.46761102 0.33611269
1031 2.70050209 1.47361102 0.33716624
1032 2.74311771 1.47961102 0.30247635
1033 2.74260261 1.48561102 0.30867979
1034 2.77195575 1.49161102 0.28638494
1035 2.78967838 1.49761102 0.27513389
1036 2.78115631 1.50361102 0.28906600
1037 2.78785249 1.50961102 0.28839947
1038 2.77278646 1.51561102 0.30850492
1039 2.77002113 1.52161102 0.31683075
1040 2.77359532 1.52761102 0.31913065
1041 2.77825712 1.53361102 0.32039859
1042 2.80488114 1.53961102 0.30079505
1043 2.80040728 1.54561102 0.31076717
1044 2.79242399 1.55161102 0.32402728
1045 2.82975722 1.55761102 0.29423036
1046 2.83337744 1.56361102 0.29650396
1047 2.81311314 1.56961102 0.32148205
1048 2.82261336 1.57561102 0.31816568
1049 2.82853491 1.58161102 0.31824005
1050 2.82211715 1.58761102 0.32998737
1051 2.83246225 1.59361102 0.32588255
1052 2.82829952 1.59961102 0.33547351
1053 2.83186065 1.60561102 0.33777005
1054 2.82216711 1.61161102 0.35249906
1055 2.83060744 1.61761102 0.35021432
1056 2.82982567 1.62361102 0.35655850
1057 2.82838816 1.62961102 0.36349724
1058 2.83138219 1.63561102 0.36629593
1059 2.84346802 1.64161102 0.36062634
1060 2.86963198 1.64761102 0.34174716
1061 2.86526433 1.65361102 0.35147206
1062 2.86422757 1.65961102 0.35805111
1063 2.83791007 1.66561102 0.38803381
1064 2.83764735 1.67161102 0.39379816
1065 2.82483570 1.67761102 0.41101908
1066 2.81997867 1.68361102 0.42089221
1067 2.80959807 1.68961102 0.43569410
1068 2.77125360 1.69561102 0.47516694
1069 2.77228440 1.70161102 0.47953343
1070 2.77121874 1.70761102 0.48572169
1071 2.77827226 1.71361102 0.48480053
1072 2.78127247 1.71961102 0.48742204
1073 2.78597900 1.72561102 0.48855104
1074 2.79895648 1.73161102 0.48245109
1075 2.80453904 1.73761102 0.48281670
1076 2.81689623 1.74361102 0.47723986
1077 2.82121257 1.74961102 0.47871873
1078 2.82098021 1.75561102 0.48418122
1079 2.83457991 1.76161102 0.47751781
1080 2.84715653 1.76761102 0.47172915
1081 2.88575447 1.77361102 0.44274061
1082 2.90357674 1.77961102 0.43210948
1083 2.88992158 1.78561102 0.44975031
1084 2.88878714 1.79161102 0.45611097
1085 2.89072942 1.79761102 0.45971826
1086 2.88936581 1.80361102 0.46624511
1087 2.87711275 1.80961102 0.48231421
1088 2.84636593 1.81561102 0.51417152
1089 2.83031333 1.82161102 0.53295920
1090 2.86953123 1.82761102 0.50456332
1091 2.87816687 1.83361102 0.50228603
1092 2.88669460 1.83961102 0.50009870
1093 2.87952175 1.84561102 0.51146225
1094 2.91051999 1.85161102 0.48982355
1095 2.89370968 1.85761102 0.50958093
1096 2.89218556 1.86361102 0.51604037
1097 2.92176198 1.86961102 0.49570410
1098 2.90763923 1.87561102 0.51307900
1099 2.90600513 1.88161102 0.51961665
1100 2.90012647 1.88761102 0.52972888
1101 2.90941630 1.89361102 0.52693569
1102 2.90662435 1.89961102 0.53438755
1103 2.90726431 1.90561102 0.53891037
1104 2.93593760 1.91161102 0.51967435
1105 2.91062665 1.91761102 0.54616622
1106 2.92065265 1.92361102 0.54278932
1107 2.93520646 1.92961102 0.53558547
1108 2.96645540 1.93561102 0.51409478
1109 2.92986389 1.94161102 0.55014967
1110 2.93686515 1.94761102 0.54931328
1111 2.92075635 1.95361102 0.56765200
1112 2.92710769 1.95961102 0.56736272
1113 2.93169380 1.96561102 0.56852644
1114 2.91290306 1.97161102 0.58874413
1115 2.93761013 1.97761102 0.57352072
1116 2.91974414 1.98361102 0.59290634
1117 2.93446339 1.98961102 0.58586253
1118 2.96057003 1.99561102 0.56945057
1119 2.93566320 2.00161102 0.59458078
1120 2.95090427 2.00761102 0.58712534
1121 2.95616337 2.01361102 0.58772494
1122 2.97526587 2.01961102 0.57707407
1123 2.96950583 2.02561102 0.58663827
1124 2.97886400 2.03161102 0.58391536
1125 2.98953383 2.03761102 0.58011797
1126 2.99526186 2.04361102 0.58033948
1127 2.97994244 2.04961102 0.59756828
1128 2.95261015 2.05561102 0.62395783
1129 2.91972756 2.06161102 0.65386368
1130 2.91625874 2.06761102 0.66099848
1131 2.92873724 2.07361102 0.65612326
1132 2.93138996 2.07961102 0.65864562
1133 2.92271604 2.08561102 0.66961575
1134 2.90766455 2.09161102 0.68510133
1135 2.90469287 2.09761102 0.69160908
1136 2.90762311 2.10361102 0.69382301
1137 2.92292509 2.10961102 0.68709432
1138 2.91528318 2.11561102 0.69694185
1139 2.91947800 2.12161102 0.69823526
1140 2.95278528 2.12761102 0.67842895
1141 2.94914424 2.13361102 0.68548026
1142 2.97213728 2.13961102 0.67300940
1143 2.97499122 2.14561102 0.67533300
1144 2.95703561 2.15161102 0.69280512
1145 2.96336560 2.15761102 0.69256711
1146 2.99607554 2.16361102 0.67305507
1147 2.99572490 2.16961102 0.67773835
1148 3.01005363 2.17561102 0.67159077
1149 3.00639703 2.18161102 0.67871413
1150 2.99092705 2.18761102 0.69432411
1151 3.00446989 2.19361102 0.68887611
1152 3.04742939 2.19961102 0.66162059
1153 3.06115495 2.20561102 0.65580798
1154 3.06539213 2.21161102 0.65713776
1155 3.06429515 2.21761102 0.66247066
1156 3.06436623 2.22361102 0.66690027
1157 3.04425628 2.22961102 0.68612650
1158 3.03578910 2.23561102 0.69657895
1159 3.03206912 2.24161102 0.70351983
1160 3.03424142 2.24761102 0.70623492
1161 3.03088932 2.25361102 0.71282502
1162 3.01564052 2.25961102 0.72756565
1163 3.02243174 2.26561102 0.72702261
1164 3.02832706 2.27161102 0.72709449
1165 3.02379998 2.27761102 0.73428130
1166 3.05475143 2.28361102 0.71711632
1167 3.04612416 2.28961102 0.72723377
1168 3.05338240 2.29561102 0.72636955
1169 3.04332345 2.30161102 0.73731281
1170 3.05464529 2.30761102 0.73370720
1171 3.05576077 2.31361102 0.73701730
1172 3.02363844 2.31961102 0.76224146
1173 3.03253572 2.32561102 0.76036287
1174 3.03943510 2.33161102 0.75977842
1175 3.03463613 2.33761102 0.76675527
1176 3.04334884 2.34361102 0.76501106
1177 3.07068390 2.34961102 0.75109785
1178 3.07836961 2.35561102 0.74998390
1179 3.09091414 2.36161102 0.74563895
1180 3.09793552 2.36761102 0.74495796
1181 3.11569969 2.37361102 0.73705858
1182 3.12922961 2.37961102 0.73194880
1183 3.12227206 2.38561102 0.74071586
1184 3.12506632 2.39161102 0.74286572
1185 3.14329140 2.39761102 0.73462645
1186 3.15443629 2.40361102 0.73112608
1187 3.13676808 2.40961102 0.74706726
1188 3.12132078 2.41561102 0.76115141
1189 3.13002860 2.42161102 0.75939240
1190 3.13062331 2.42761102 0.76289815
1191 3.14169706 2.43361102 0.75960807
1192 3.14079788 2.43961102 0.76407705
1193 3.12946316 2.44561102 0.77514475
1194 3.09621441 2.45161102 0.79933814
1195 3.11743060 2.45761102 0.79010284
1196 3.10246217 2.46361102 0.80278132
1197 3.08083242 2.46961102 0.81894770
1198 3.08183825 2.47561102 0.82180348
1199 3.07473495 2.48161102 0.82919860
1200 3.08177903 2.48761102 0.82861455
1201 3.05254005 2.49361102 0.84782351
1202 3.05238604 2.49961102 0.85107077
1203 3.05724269 2.50561102 0.85167053
1204 3.04519706 2.51161102 0.86098867
1205 3.02550345 2.51761102 0.87377144
1206 3.03551865 2.52361102 0.87181166
1207 3.03550601 2.52961102 0.87474112
1208 3.03954877 2.53561102 0.87568791
1209 3.02887786 2.54161102 0.88361586
1210 3.01473773 2.54761102 0.89286588
1211 3.02671065 2.55361102 0.89016023
1212 3.03217453 2.55961102 0.89040438
1213 3.04109144 2.56561102 0.88907290
1214 3.04000610 2.57161102 0.89229399
1215 3.04132072 2.57761102 0.89439942
1216 3.04264096 2.58361102 0.89648273
1217 3.03195665 2.58961102 0.90375008
1218 3.03386842 2.59561102 0.90549253
1219 3.04684927 2.60161102 0.90250808
1220 3.04865464 2.60761102 0.90430665
1221 3.06119848 2.61361102 0.90149385
1222 3.07114640 2.61961102 0.89977820
1223 3.06831764 2.62561102 0.90359549
1224 3.07897679 2.63161102 0.90158977
1225 3.05657888 2.63761102 0.91350932
1226 3.07258788 2.64361102 0.90939179
1227 3.08265591 2.64961102 0.90769221
1228 3.06761766 2.65561102 0.91631911
1229 3.05339119 2.66161102 0.92423079
1230 3.04501214 2.66761102 0.92962547
1231 3.04228769 2.67361102 0.93280507
1232 3.01797095 2.67961102 0.94330034
1233 3.03674966 2.68561102 0.93898167
1234 3.04205782 2.69161102 0.93921941
1235 3.07189899 2.69761102 0.93076818
1236 3.05528293 2.70361102 0.93879810
1237 3.05200421 2.70961102 0.94195387
1238 3.03891570 2.71561102 0.94819070
1239 3.03545593 2.72161102 0.95115361
1240 3.03972180 2.72761102 0.95168754
1241 3.06001296 2.73361102 0.94720214
1242 3.06310148 2.73961102 0.94813166
1243 3.06990751 2.74561102 0.94787513
1244 3.09568962 2.75161102 0.94138667
1245 3.12758763 2.75761102 0.93233580
1246 3.14250942 2.76361102 0.92907268
1247 3.14570146 2.76961102 0.93010767
1248 3.12772618 2.77561102 0.93864533
1249 3.13456499 2.78161102 0.93835571
1250 3.14782928 2.78761102 0.93581991
1251 3.14815915 2.79361102 0.93780346
1252 3.11255696 2.79961102 0.95143075
1253 3.11603012 2.80561102 0.95220564
1254 3.08703625 2.81161102 0.96230964
1255 3.09651574 2.81761102 0.96135755
1256 3.08754896 2.82361102 0.96537012
1257 3.10091944 2.82961102 0.96342107
1258 3.08829381 2.83561102 0.96824520
1259 3.08561236 2.84161102 0.97037907
1260 3.10789523 2.84761102 0.96631687
1261 3.09407675 2.85361102 0.97122716
1262 3.11805086 2.85961102 0.96678989
1263 3.12786882 2.86561102 0.96580708
1264 3.12221904 2.87161102 0.96876182
1265 3.13707948 2.87761102 0.96652649
1266 3.14515619 2.88361102 0.96599159
1267 3.14314433 2.88961102 0.96803222
1268 3.14862947 2.89561102 0.96816123
1269 3.15025375 2.90161102 0.96924732
1270 3.15863187 2.90761102 0.96865935
1271 3.15607271 2.91361102 0.97074988
1272 3.13387872 2.91961102 0.97713237
1273 3.15770274 2.92561102 0.97318740
1274 3.21179985 2.93161102 0.96100324
1275 3.21073848 2.93761102 0.96293199
1276 3.22334485 2.94361102 0.96112896
1277 3.21828736 2.94961102 0.96412311
1278 3.19600099 2.95561102 0.97124520
1279 3.21240816 2.96161102 0.96871490
1280 3.21587667 2.96761102 0.96934005
1281 3.20760291 2.97361102 0.97274858
1282 3.20438171 2.97961102 0.97484524
1283 3.18250973 2.98561102 0.98067799
1284 3.20222552 2.99161102 0.97790263
1285 3.18218376 2.99761102 0.98301475
1286 3.19852088 3.00361102 0.98106513
1287 3.19659245 3.00961102 0.98256984
1288 3.20592442 3.01561102 0.98194500
1289 3.20576348 3.02161102 0.98309180
1290 3.20723632 3.02761102 0.98391071
1291 3.22824516 3.03361102 0.98111850
1292 3.22872949 3.03961102 0.98217034
1293 3.23491739 3.04561102 0.98213500
1294 3.23195510 3.05161102 0.98378203
1295 3.23501402 3.05761102 0.98430531
1296 3.22668484 3.06361102 0.98673291
1297 3.23609464 3.06961102 0.98617358
1298 3.21182018 3.07561102 0.99073787
1299 3.23718336 3.08161102 0.98792301
1300 3.24637483 3.08761102 0.98742348
1301 3.24769865 3.09361102 0.98815197
1302 3.22752807 3.09961102 0.99182976
1303 3.23933658 3.10561102 0.99107205
1304 3.24265062 3.11161102 0.99142659
1305 3.24302019 3.11761102 0.99214657
1306 3.23507699 3.12361102 0.99379410
1307 3.25782234 3.12961102 0.99179218
1308 3.24617962 3.13561102 0.99389352
1309 3.24420648 3.14161102 0.99474170
1310 3.25157902 3.14761102 0.99460019
1311 3.26444778 3.15361102 0.99386389
1312 3.25226520 3.15961102 0.99571067
1313 3.25948980 3.16561102 0.99559662
1314 3.24359062 3.17161102 0.99741059
1315 3.23471623 3.17761102 0.99836994
1316 3.21830797 3.18361102 0.99939812
1317 3.21266134 3.18961102 0.99973435
1318 3.23755276 3.19561102 0.99912057
1319 3.24849624 3.20161102 0.99890109
1320 3.24031837 3.20761102 0.99946516
1321 3.24432420 3.21361102 0.99952839
1322 3.24729521 3.21961102 0.99961682
1323 3.26276122 3.22561102 0.99931001
1324 3.26116764 3.23161102 0.99956323
1325 3.26474599 3.23761102 0.99963187
1326 3.26026778 3.24361102 0.99986128
1327 3.27815675 3.24961102 0.99959260
1328 3.27754335 3.25561102 0.99975950
1329 3.29286480 3.26161102 0.99951164
1330 3.27812199 3.26761102 0.99994476
1331 3.24645391 3.27361102 0.99963127
1332 3.27012869 3.27961102 0.99995504
1333 3.25311196 3.28561102 0.99947195
1334 3.23824164 3.29161102 0.99857619
1335 3.23049729 3.29761102 0.99774872
1336 3.20064941 3.30361102 0.99470413
1337 3.20176758 3.30961102 0.99419053
1338 3.15989515 3.31561102 0.98790076
1339 3.15791447 3.32161102 0.98663161
1340 3.17180965 3.32761102 0.98788750
1341 3.16888343 3.33361102 0.98646306
1342 3.17781913 3.33961102 0.98694022
